ClinicalSignificance_T0,VariationID,ClinicalSignificance_T1
Conflicting classifications of pathogenicity,96859,Likely pathogenic
Conflicting classifications of pathogenicity,96859,Likely pathogenic
Conflicting classifications of pathogenicity,96944,Uncertain significance
Conflicting classifications of pathogenicity,96944,Uncertain significance
Conflicting classifications of pathogenicity,96944,Uncertain significance
Conflicting classifications of pathogenicity,96944,Uncertain significance
Pathogenic,98041,Pathogenic/Likely pathogenic
Pathogenic,98041,Pathogenic/Likely pathogenic
Pathogenic,98041,Pathogenic/Likely pathogenic
Pathogenic,98041,Pathogenic/Likely pathogenic
not provided,98386,Likely benign
not provided,98386,Likely benign
not provided,98386,Likely benign
not provided,98386,Likely benign
not provided,98533,Uncertain significance
not provided,98533,Uncertain significance
not provided,98533,Uncertain significance
not provided,98533,Uncertain significance
Pathogenic/Likely pathogenic,99073,Pathogenic
Pathogenic/Likely pathogenic,99073,Pathogenic
Pathogenic/Likely pathogenic,99073,Pathogenic
Pathogenic/Likely pathogenic,99073,Pathogenic
Pathogenic/Likely pathogenic,99084,Pathogenic
Pathogenic/Likely pathogenic,99084,Pathogenic
Pathogenic/Likely pathogenic,99084,Pathogenic
Pathogenic/Likely pathogenic,99084,Pathogenic
Pathogenic/Likely pathogenic,99087,Pathogenic
Pathogenic/Likely pathogenic,99087,Pathogenic
Pathogenic/Likely pathogenic,99087,Pathogenic
Pathogenic/Likely pathogenic,99087,Pathogenic
Pathogenic/Likely pathogenic,99108,Pathogenic
Pathogenic/Likely pathogenic,99108,Pathogenic
Pathogenic/Likely pathogenic,99108,Pathogenic
Pathogenic/Likely pathogenic,99108,Pathogenic
Pathogenic/Likely pathogenic,99110,Pathogenic
Pathogenic/Likely pathogenic,99110,Pathogenic
Pathogenic/Likely pathogenic,99110,Pathogenic
Pathogenic/Likely pathogenic,99110,Pathogenic
Pathogenic/Likely pathogenic,99113,Pathogenic
Pathogenic/Likely pathogenic,99113,Pathogenic
Pathogenic/Likely pathogenic,99113,Pathogenic
Pathogenic/Likely pathogenic,99113,Pathogenic
Pathogenic/Likely pathogenic,99217,Pathogenic
Pathogenic/Likely pathogenic,99217,Pathogenic
Pathogenic/Likely pathogenic,99217,Pathogenic
Pathogenic/Likely pathogenic,99217,Pathogenic
Pathogenic/Likely pathogenic,99224,Pathogenic
Pathogenic/Likely pathogenic,99224,Pathogenic
Pathogenic/Likely pathogenic,99224,Pathogenic
Pathogenic/Likely pathogenic,99224,Pathogenic
not provided,99228,Likely benign
not provided,99228,Likely benign
not provided,99228,Likely benign
not provided,99228,Likely benign
Pathogenic/Likely pathogenic,99249,Pathogenic
Pathogenic/Likely pathogenic,99249,Pathogenic
Pathogenic/Likely pathogenic,99249,Pathogenic
Pathogenic/Likely pathogenic,99249,Pathogenic
Pathogenic/Likely pathogenic,99283,Pathogenic
Pathogenic/Likely pathogenic,99283,Pathogenic
Pathogenic/Likely pathogenic,99283,Pathogenic
Pathogenic/Likely pathogenic,99283,Pathogenic
Pathogenic/Likely pathogenic,99300,Pathogenic
Pathogenic/Likely pathogenic,99300,Pathogenic
Pathogenic/Likely pathogenic,99300,Pathogenic
Pathogenic/Likely pathogenic,99300,Pathogenic
Pathogenic/Likely pathogenic,99303,Pathogenic
Pathogenic/Likely pathogenic,99303,Pathogenic
Pathogenic/Likely pathogenic,99303,Pathogenic
Pathogenic/Likely pathogenic,99303,Pathogenic
Pathogenic/Likely pathogenic,99338,Pathogenic
Pathogenic/Likely pathogenic,99338,Pathogenic
Pathogenic/Likely pathogenic,99338,Pathogenic
Pathogenic/Likely pathogenic,99338,Pathogenic
Pathogenic/Likely pathogenic,99403,Pathogenic
Pathogenic/Likely pathogenic,99403,Pathogenic
Pathogenic/Likely pathogenic,99403,Pathogenic
Pathogenic/Likely pathogenic,99403,Pathogenic
Conflicting classifications of pathogenicity,99413,Likely benign
Conflicting classifications of pathogenicity,99413,Likely benign
Conflicting classifications of pathogenicity,99413,Likely benign
Conflicting classifications of pathogenicity,99413,Likely benign
Pathogenic/Likely pathogenic,99458,Pathogenic
Pathogenic/Likely pathogenic,99458,Pathogenic
Pathogenic/Likely pathogenic,99458,Pathogenic
Pathogenic/Likely pathogenic,99458,Pathogenic
Pathogenic/Likely pathogenic,99460,Pathogenic
Pathogenic/Likely pathogenic,99460,Pathogenic
Pathogenic/Likely pathogenic,99460,Pathogenic
Pathogenic/Likely pathogenic,99460,Pathogenic
not provided,99760,Likely pathogenic
not provided,99760,Likely pathogenic
not provided,99760,Likely pathogenic
not provided,99760,Likely pathogenic
Conflicting classifications of pathogenicity,99872,Benign/Likely benign
Conflicting classifications of pathogenicity,99872,Benign/Likely benign
Conflicting classifications of pathogenicity,99872,Benign/Likely benign
Conflicting classifications of pathogenicity,99872,Benign/Likely benign
not provided,99911,Likely pathogenic
not provided,99911,Likely pathogenic
not provided,99911,Likely pathogenic
not provided,99911,Likely pathogenic
Likely pathogenic,100225,Pathogenic/Likely pathogenic
Likely pathogenic,100225,Pathogenic/Likely pathogenic
Likely pathogenic,100225,Pathogenic/Likely pathogenic
Likely pathogenic,100225,Pathogenic/Likely pathogenic
not provided,100359,Pathogenic
not provided,100359,Pathogenic
not provided,100359,Pathogenic
not provided,100359,Pathogenic
Pathogenic,100427,Pathogenic/Likely pathogenic
Pathogenic,100427,Pathogenic/Likely pathogenic
Pathogenic,100427,Pathogenic/Likely pathogenic
Pathogenic,100427,Pathogenic/Likely pathogenic
not provided,100444,Uncertain significance
not provided,100444,Uncertain significance
not provided,100444,Uncertain significance
not provided,100444,Uncertain significance
not provided,100477,Likely pathogenic
not provided,100477,Likely pathogenic
not provided,100477,Likely pathogenic
not provided,100477,Likely pathogenic
Conflicting classifications of pathogenicity,101034,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,101034,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,101034,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,101034,Pathogenic/Likely pathogenic
Likely pathogenic,101430,Pathogenic/Likely pathogenic
Likely pathogenic,101430,Pathogenic/Likely pathogenic
Likely pathogenic,101430,Pathogenic/Likely pathogenic
Likely pathogenic,101430,Pathogenic/Likely pathogenic
Uncertain significance,127304,Conflicting classifications of pathogenicity
Uncertain significance,127304,Conflicting classifications of pathogenicity
Uncertain significance,127304,Conflicting classifications of pathogenicity
Uncertain significance,127304,Conflicting classifications of pathogenicity
Benign,128709,Benign/Likely benign
Benign,128709,Benign/Likely benign
Benign,128709,Benign/Likely benign
Benign,128709,Benign/Likely benign
Benign,129418,Benign/Likely benign
Benign,129418,Benign/Likely benign
Benign,129418,Benign/Likely benign
Benign,129418,Benign/Likely benign
Uncertain significance,133206,Conflicting classifications of pathogenicity
Uncertain significance,133206,Conflicting classifications of pathogenicity
Uncertain significance,133206,Conflicting classifications of pathogenicity
Uncertain significance,133206,Conflicting classifications of pathogenicity
Benign,133493,Benign/Likely benign
Benign,133493,Benign/Likely benign
Benign,133493,Benign/Likely benign
Benign,133493,Benign/Likely benign
Uncertain significance,133601,Conflicting classifications of pathogenicity
Uncertain significance,133601,Conflicting classifications of pathogenicity
Uncertain significance,133601,Conflicting classifications of pathogenicity
Uncertain significance,133601,Conflicting classifications of pathogenicity
Likely benign,133863,Benign/Likely benign
Likely benign,133863,Benign/Likely benign
Likely benign,133863,Benign/Likely benign
Likely benign,133863,Benign/Likely benign
Uncertain significance,134482,Likely benign
Uncertain significance,134482,Likely benign
Uncertain significance,134482,Likely benign
Uncertain significance,134482,Likely benign
Benign,134498,Benign/Likely benign
Benign,134498,Benign/Likely benign
Benign,134498,Benign/Likely benign
Benign,134498,Benign/Likely benign
Benign,134787,Benign/Likely benign
Benign,134787,Benign/Likely benign
Benign,134787,Benign/Likely benign
Benign,134787,Benign/Likely benign
Benign,134802,Benign/Likely benign
Benign,134802,Benign/Likely benign
Benign,134802,Benign/Likely benign
Benign,134802,Benign/Likely benign
Benign/Likely benign,135109,Conflicting classifications of pathogenicity
Benign/Likely benign,135109,Conflicting classifications of pathogenicity
Benign/Likely benign,135109,Conflicting classifications of pathogenicity
Benign/Likely benign,135109,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,135125,Benign/Likely benign
Conflicting classifications of pathogenicity,135125,Benign/Likely benign
Conflicting classifications of pathogenicity,135125,Benign/Likely benign
Conflicting classifications of pathogenicity,135125,Benign/Likely benign
not provided,135268,Uncertain significance
not provided,135268,Uncertain significance
not provided,135268,Uncertain significance
not provided,135268,Uncertain significance
Uncertain significance,135346,Conflicting classifications of pathogenicity
Uncertain significance,135346,Conflicting classifications of pathogenicity
Uncertain significance,135346,Conflicting classifications of pathogenicity
Uncertain significance,135346,Conflicting classifications of pathogenicity
Benign/Likely benign,135978,Conflicting classifications of pathogenicity
Benign/Likely benign,135978,Conflicting classifications of pathogenicity
Benign/Likely benign,135978,Conflicting classifications of pathogenicity
Benign/Likely benign,135978,Conflicting classifications of pathogenicity
Benign,136447,Benign/Likely benign
Benign,136447,Benign/Likely benign
Benign,136447,Benign/Likely benign
Benign,136447,Benign/Likely benign
Benign/Likely benign,136576,Conflicting classifications of pathogenicity
Benign/Likely benign,136576,Conflicting classifications of pathogenicity
Benign/Likely benign,136576,Conflicting classifications of pathogenicity
Benign/Likely benign,136576,Conflicting classifications of pathogenicity
Benign,137107,Benign/Likely benign
Benign,137107,Benign/Likely benign
Benign,137107,Benign/Likely benign
Benign,137107,Benign/Likely benign
Benign,137111,Benign/Likely benign
Benign,137111,Benign/Likely benign
Benign,137111,Benign/Likely benign
Benign,137111,Benign/Likely benign
Benign,137145,Benign/Likely benign
Benign,137145,Benign/Likely benign
Benign,137145,Benign/Likely benign
Benign,137145,Benign/Likely benign
Benign,137241,Benign/Likely benign
Benign,137241,Benign/Likely benign
Benign,137241,Benign/Likely benign
Benign,137241,Benign/Likely benign
Benign,137261,Benign/Likely benign
Benign,137261,Benign/Likely benign
Benign,137261,Benign/Likely benign
Benign,137261,Benign/Likely benign
Benign,137303,Benign/Likely benign
Benign,137303,Benign/Likely benign
Benign,137303,Benign/Likely benign
Benign,137303,Benign/Likely benign
Benign/Likely benign,138577,Conflicting classifications of pathogenicity
Benign/Likely benign,138577,Conflicting classifications of pathogenicity
Benign/Likely benign,138577,Conflicting classifications of pathogenicity
Benign/Likely benign,138577,Conflicting classifications of pathogenicity
Benign,140918,Benign/Likely benign
Benign,140918,Benign/Likely benign
Benign,140918,Benign/Likely benign
Benign,140918,Benign/Likely benign
Pathogenic,140984,Pathogenic/Likely pathogenic
Pathogenic,140984,Pathogenic/Likely pathogenic
Pathogenic,140984,Pathogenic/Likely pathogenic
Pathogenic,140984,Pathogenic/Likely pathogenic
Uncertain significance,141771,Likely benign
Uncertain significance,141771,Likely benign
Uncertain significance,141771,Likely benign
Uncertain significance,141771,Likely benign
Likely pathogenic,142261,Pathogenic
Likely pathogenic,142261,Pathogenic
Likely pathogenic,142261,Pathogenic
Likely pathogenic,142261,Pathogenic
Conflicting classifications of pathogenicity,142624,Likely pathogenic
Conflicting classifications of pathogenicity,142624,Likely pathogenic
Conflicting classifications of pathogenicity,142624,Likely pathogenic
Conflicting classifications of pathogenicity,142624,Likely pathogenic
Benign,142992,Benign/Likely benign
Benign,142992,Benign/Likely benign
Benign,142992,Benign/Likely benign
Benign,142992,Benign/Likely benign
Pathogenic,143015,Pathogenic/Likely pathogenic
Pathogenic,143015,Pathogenic/Likely pathogenic
Pathogenic,143015,Pathogenic/Likely pathogenic
Pathogenic,143015,Pathogenic/Likely pathogenic
Likely pathogenic,143100,Pathogenic
Likely pathogenic,143100,Pathogenic
Likely pathogenic,143100,Pathogenic
Likely pathogenic,143100,Pathogenic
Pathogenic/Likely pathogenic,143360,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,143360,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,143360,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,143360,Conflicting classifications of pathogenicity
Likely benign,143389,Conflicting classifications of pathogenicity
Likely benign,143389,Conflicting classifications of pathogenicity
Likely benign,143389,Conflicting classifications of pathogenicity
Likely benign,143389,Conflicting classifications of pathogenicity
Uncertain significance,143450,Benign
Uncertain significance,143450,Benign
Uncertain significance,143450,Benign
Uncertain significance,143450,Benign
Likely pathogenic,143490,Pathogenic
Likely pathogenic,143490,Pathogenic
Likely pathogenic,143490,Pathogenic
Likely pathogenic,143490,Pathogenic
Likely benign,143574,Benign
Likely benign,143574,Benign
Likely benign,143574,Benign
Likely benign,143574,Benign
Pathogenic,143991,Likely pathogenic
Pathogenic,143991,Likely pathogenic
Pathogenic,143991,Likely pathogenic
Pathogenic,143991,Likely pathogenic
Uncertain significance,156551,Conflicting classifications of pathogenicity
Uncertain significance,156551,Conflicting classifications of pathogenicity
Uncertain significance,156551,Conflicting classifications of pathogenicity
Uncertain significance,156551,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,156596,Pathogenic
Conflicting classifications of pathogenicity,156596,Pathogenic
Conflicting classifications of pathogenicity,156596,Pathogenic
Conflicting classifications of pathogenicity,156596,Pathogenic
Pathogenic,157913,Pathogenic/Likely pathogenic
